year_month,community,zone,is_freehold,secondary_price_per_sqft_usd,secondary_price_per_m2_usd,offplan_price_per_sqft_usd,rental_price_per_sqft_annual_usd,n_listings_secondary,n_listings_offplan,n_listings_rental,cbuae_base_rate_pct,avg_mortgage_rate_pct
2024-10,The Lakes,Emirates Living,True,700,7534,784.0,45,147,11,12,4.65,6.15
2024-11,The Lakes,Emirates Living,True,698,7517,765.0,45,88,27,23,4.65,6.15
2024-12,The Lakes,Emirates Living,True,688,7409,749.0,45,62,35,42,4.65,6.15
2025-01,The Lakes,Emirates Living,True,698,7513,754.0,45,111,73,108,4.65,6.15
2025-02,The Lakes,Emirates Living,True,685,7376,755.0,45,116,53,12,4.65,6.15
2025-03,The Lakes,Emirates Living,True,693,7457,769.0,45,65,76,14,4.65,6.15
2025-04,The Lakes,Emirates Living,True,712,7669,778.0,46,57,53,52,4.65,6.15
2025-05,The Lakes,Emirates Living,True,691,7435,764.0,45,167,18,56,4.65,6.15
2025-06,The Lakes,Emirates Living,True,669,7199,759.0,43,32,47,28,4.65,6.15
2025-07,The Lakes,Emirates Living,True,697,7507,789.0,45,148,25,45,4.0,5.5
2025-08,The Lakes,Emirates Living,True,697,7504,750.0,45,168,5,104,4.0,5.5
2025-09,The Lakes,Emirates Living,True,705,7585,758.0,46,169,52,71,4.0,5.5
2025-10,The Lakes,Emirates Living,True,686,7385,728.0,45,31,58,89,4.0,5.5
2025-11,The Lakes,Emirates Living,True,709,7634,771.0,46,164,62,83,4.0,5.5
2025-12,The Lakes,Emirates Living,True,691,7441,746.0,45,142,10,100,4.0,5.5
2026-01,The Lakes,Emirates Living,True,695,7485,761.0,45,38,29,37,4.0,5.5
2026-02,The Lakes,Emirates Living,True,708,7620,756.0,46,87,42,111,4.0,5.5
2026-03,The Lakes,Emirates Living,True,708,7625,763.0,46,154,58,86,4.0,5.5
2026-04,The Lakes,Emirates Living,True,715,7692,810.0,46,73,79,65,4.0,5.5
2020-01,Jumeirah Park,Emirates Living,True,404,4347,448.0,26,21,33,19,1.5,3.0
2020-02,Jumeirah Park,Emirates Living,True,405,4355,449.0,26,49,43,58,1.5,3.0
2020-03,Jumeirah Park,Emirates Living,True,406,4373,441.0,26,48,66,58,1.5,3.0
2020-04,Jumeirah Park,Emirates Living,True,404,4351,447.0,26,148,23,104,0.4,1.9
2020-05,Jumeirah Park,Emirates Living,True,405,4354,441.0,26,159,12,119,0.4,1.9
2020-06,Jumeirah Park,Emirates Living,True,403,4333,451.0,26,43,29,64,0.4,1.9
2020-07,Jumeirah Park,Emirates Living,True,395,4255,446.0,26,78,21,71,0.4,1.9
2020-08,Jumeirah Park,Emirates Living,True,399,4294,423.0,26,127,14,86,0.4,1.9
2020-09,Jumeirah Park,Emirates Living,True,394,4244,449.0,26,115,75,23,0.4,1.9
2020-10,Jumeirah Park,Emirates Living,True,376,4042,401.0,24,79,44,66,0.4,1.9
2020-11,Jumeirah Park,Emirates Living,True,379,4083,418.0,25,81,8,103,0.4,1.9
2020-12,Jumeirah Park,Emirates Living,True,385,4144,427.0,25,108,23,94,0.4,1.9
2021-01,Jumeirah Park,Emirates Living,True,402,4331,442.0,26,70,27,76,0.4,1.9
2021-02,Jumeirah Park,Emirates Living,True,393,4235,442.0,26,107,20,93,0.4,1.9
2021-03,Jumeirah Park,Emirates Living,True,408,4392,430.0,27,61,28,73,0.4,1.9
2021-04,Jumeirah Park,Emirates Living,True,428,4603,456.0,28,19,26,96,0.4,1.9
2021-05,Jumeirah Park,Emirates Living,True,428,4609,470.0,28,152,45,62,0.4,1.9
2021-06,Jumeirah Park,Emirates Living,True,436,4690,476.0,28,123,39,20,0.4,1.9
2021-07,Jumeirah Park,Emirates Living,True,444,4784,483.0,29,77,64,99,0.4,1.9
2021-08,Jumeirah Park,Emirates Living,True,439,4729,478.0,29,105,31,38,0.4,1.9
2021-09,Jumeirah Park,Emirates Living,True,441,4751,473.0,29,173,20,96,0.4,1.9
2021-10,Jumeirah Park,Emirates Living,True,436,4695,486.0,28,64,39,97,0.4,1.9
2021-11,Jumeirah Park,Emirates Living,True,465,5009,511.0,30,161,67,97,0.4,1.9
2021-12,Jumeirah Park,Emirates Living,True,461,4958,512.0,30,96,76,45,0.4,1.9
2022-01,Jumeirah Park,Emirates Living,True,511,5504,529.0,33,67,60,42,0.4,1.9
2022-02,Jumeirah Park,Emirates Living,True,509,5482,559.0,33,161,55,30,0.4,1.9
2022-03,Jumeirah Park,Emirates Living,True,520,5595,577.0,34,113,41,51,0.4,1.9
2022-04,Jumeirah Park,Emirates Living,True,530,5704,588.0,34,31,52,27,1.4,2.9
2022-05,Jumeirah Park,Emirates Living,True,537,5785,589.0,35,145,29,46,1.4,2.9
2022-06,Jumeirah Park,Emirates Living,True,557,5992,633.0,36,165,46,81,1.4,2.9
2022-07,Jumeirah Park,Emirates Living,True,566,6097,609.0,37,116,20,101,1.4,2.9
2022-08,Jumeirah Park,Emirates Living,True,569,6123,637.0,37,135,49,100,1.4,2.9
2022-09,Jumeirah Park,Emirates Living,True,587,6315,629.0,38,172,59,35,1.4,2.9
2022-10,Jumeirah Park,Emirates Living,True,579,6228,619.0,38,157,18,66,4.4,5.9
2022-11,Jumeirah Park,Emirates Living,True,630,6782,704.0,41,113,42,53,4.4,5.9
2022-12,Jumeirah Park,Emirates Living,True,592,6368,670.0,38,101,13,33,4.4,5.9
2023-01,Jumeirah Park,Emirates Living,True,614,6604,689.0,40,99,26,30,4.4,5.9
2023-02,Jumeirah Park,Emirates Living,True,609,6557,680.0,40,149,51,75,4.4,5.9
2023-03,Jumeirah Park,Emirates Living,True,676,7276,764.0,44,63,53,52,4.4,5.9
2023-04,Jumeirah Park,Emirates Living,True,657,7076,736.0,43,150,32,48,4.4,5.9
2023-05,Jumeirah Park,Emirates Living,True,659,7098,731.0,43,105,47,71,4.4,5.9
2023-06,Jumeirah Park,Emirates Living,True,685,7369,774.0,45,74,14,27,4.4,5.9
2023-07,Jumeirah Park,Emirates Living,True,696,7487,781.0,45,170,40,48,5.4,6.9
2023-08,Jumeirah Park,Emirates Living,True,666,7171,714.0,43,171,40,46,5.4,6.9
2023-09,Jumeirah Park,Emirates Living,True,743,7994,822.0,48,40,15,45,5.4,6.9
2023-10,Jumeirah Park,Emirates Living,True,720,7746,751.0,47,92,22,10,5.4,6.9
2023-11,Jumeirah Park,Emirates Living,True,739,7954,787.0,48,38,41,65,5.4,6.9
2023-12,Jumeirah Park,Emirates Living,True,701,7542,763.0,46,45,67,61,5.4,6.9
2024-01,Jumeirah Park,Emirates Living,True,715,7699,844.0,46,54,48,39,5.4,6.9
2024-02,Jumeirah Park,Emirates Living,True,761,8188,823.0,49,44,42,14,5.4,6.9
2024-03,Jumeirah Park,Emirates Living,True,704,7574,771.0,46,127,60,81,5.4,6.9
2024-04,Jumeirah Park,Emirates Living,True,703,7565,764.0,46,126,38,22,5.4,6.9
2024-05,Jumeirah Park,Emirates Living,True,679,7304,751.0,44,38,70,49,5.4,6.9
2024-06,Jumeirah Park,Emirates Living,True,681,7326,769.0,44,137,23,80,5.4,6.9
2024-07,Jumeirah Park,Emirates Living,True,702,7554,810.0,46,115,71,74,4.65,6.15
2024-08,Jumeirah Park,Emirates Living,True,743,7999,785.0,48,49,14,78,4.65,6.15
2024-09,Jumeirah Park,Emirates Living,True,722,7774,778.0,47,88,19,40,4.65,6.15
2024-10,Jumeirah Park,Emirates Living,True,709,7634,812.0,46,141,24,57,4.65,6.15
2024-11,Jumeirah Park,Emirates Living,True,704,7575,790.0,46,37,72,95,4.65,6.15
2024-12,Jumeirah Park,Emirates Living,True,659,7090,754.0,43,43,72,11,4.65,6.15
2025-01,Jumeirah Park,Emirates Living,True,718,7732,779.0,47,53,61,44,4.65,6.15
2025-02,Jumeirah Park,Emirates Living,True,702,7555,748.0,46,131,68,41,4.65,6.15
2025-03,Jumeirah Park,Emirates Living,True,694,7473,780.0,45,36,10,98,4.65,6.15
2025-04,Jumeirah Park,Emirates Living,True,684,7361,758.0,44,148,46,54,4.65,6.15
2025-05,Jumeirah Park,Emirates Living,True,695,7484,773.0,45,156,68,115,4.65,6.15
2025-06,Jumeirah Park,Emirates Living,True,702,7551,768.0,46,120,5,22,4.65,6.15
2025-07,Jumeirah Park,Emirates Living,True,662,7127,700.0,43,115,79,46,4.0,5.5
2025-08,Jumeirah Park,Emirates Living,True,685,7368,756.0,44,88,55,89,4.0,5.5
2025-09,Jumeirah Park,Emirates Living,True,671,7225,759.0,44,174,59,69,4.0,5.5
2025-10,Jumeirah Park,Emirates Living,True,688,7409,784.0,45,42,76,56,4.0,5.5
2025-11,Jumeirah Park,Emirates Living,True,701,7550,770.0,46,19,46,64,4.0,5.5
2025-12,Jumeirah Park,Emirates Living,True,694,7468,781.0,45,105,64,32,4.0,5.5
2026-01,Jumeirah Park,Emirates Living,True,704,7576,762.0,46,85,13,31,4.0,5.5
2026-02,Jumeirah Park,Emirates Living,True,693,7461,741.0,45,163,29,37,4.0,5.5
2026-03,Jumeirah Park,Emirates Living,True,711,7648,786.0,46,87,39,21,4.0,5.5
2026-04,Jumeirah Park,Emirates Living,True,693,7454,772.0,45,126,58,46,4.0,5.5
2020-01,Jumeirah Islands,Emirates Living,True,462,4969,517.0,30,56,63,24,1.5,3.0
2020-02,Jumeirah Islands,Emirates Living,True,469,5043,506.0,30,115,69,116,1.5,3.0
2020-03,Jumeirah Islands,Emirates Living,True,438,4719,485.0,28,23,74,92,1.5,3.0
2020-04,Jumeirah Islands,Emirates Living,True,467,5024,518.0,30,68,69,14,0.4,1.9
2020-05,Jumeirah Islands,Emirates Living,True,454,4884,496.0,29,19,67,111,0.4,1.9
2020-06,Jumeirah Islands,Emirates Living,True,430,4630,466.0,28,100,46,28,0.4,1.9
2020-07,Jumeirah Islands,Emirates Living,True,444,4783,516.0,29,25,17,47,0.4,1.9
2020-08,Jumeirah Islands,Emirates Living,True,463,4979,515.0,30,105,15,29,0.4,1.9
2020-09,Jumeirah Islands,Emirates Living,True,446,4799,498.0,29,29,12,55,0.4,1.9
2020-10,Jumeirah Islands,Emirates Living,True,410,4413,469.0,27,111,45,77,0.4,1.9
2020-11,Jumeirah Islands,Emirates Living,True,437,4703,507.0,28,26,52,18,0.4,1.9
2020-12,Jumeirah Islands,Emirates Living,True,444,4776,506.0,29,28,25,26,0.4,1.9
2021-01,Jumeirah Islands,Emirates Living,True,460,4957,505.0,30,75,48,116,0.4,1.9
2021-02,Jumeirah Islands,Emirates Living,True,482,5187,527.0,31,179,77,49,0.4,1.9
2021-03,Jumeirah Islands,Emirates Living,True,451,4851,488.0,29,178,18,75,0.4,1.9
2021-04,Jumeirah Islands,Emirates Living,True,472,5079,514.0,31,56,59,33,0.4,1.9
2021-05,Jumeirah Islands,Emirates Living,True,479,5157,531.0,31,131,26,82,0.4,1.9
2021-06,Jumeirah Islands,Emirates Living,True,503,5409,572.0,33,101,60,69,0.4,1.9
2021-07,Jumeirah Islands,Emirates Living,True,525,5648,575.0,34,46,7,45,0.4,1.9
2021-08,Jumeirah Islands,Emirates Living,True,522,5615,564.0,34,112,52,75,0.4,1.9
2021-09,Jumeirah Islands,Emirates Living,True,525,5648,576.0,34,101,34,13,0.4,1.9
2021-10,Jumeirah Islands,Emirates Living,True,533,5742,577.0,35,36,25,106,0.4,1.9
2021-11,Jumeirah Islands,Emirates Living,True,528,5686,632.0,34,112,22,40,0.4,1.9
2021-12,Jumeirah Islands,Emirates Living,True,571,6149,644.0,37,16,78,27,0.4,1.9
2022-01,Jumeirah Islands,Emirates Living,True,597,6427,670.0,39,83,22,33,0.4,1.9
2022-02,Jumeirah Islands,Emirates Living,True,592,6371,662.0,38,138,78,56,0.4,1.9
2022-03,Jumeirah Islands,Emirates Living,True,578,6222,647.0,38,26,74,108,0.4,1.9
2022-04,Jumeirah Islands,Emirates Living,True,610,6567,674.0,40,179,66,92,1.4,2.9
2022-05,Jumeirah Islands,Emirates Living,True,626,6736,689.0,41,42,40,109,1.4,2.9
2022-06,Jumeirah Islands,Emirates Living,True,654,7037,739.0,42,55,48,30,1.4,2.9
2022-07,Jumeirah Islands,Emirates Living,True,661,7116,735.0,43,118,62,19,1.4,2.9
2022-08,Jumeirah Islands,Emirates Living,True,695,7476,740.0,45,145,77,88,1.4,2.9
2022-09,Jumeirah Islands,Emirates Living,True,668,7186,749.0,43,78,31,73,1.4,2.9
2022-10,Jumeirah Islands,Emirates Living,True,677,7291,771.0,44,124,25,51,4.4,5.9
2022-11,Jumeirah Islands,Emirates Living,True,693,7459,765.0,45,176,32,82,4.4,5.9
2022-12,Jumeirah Islands,Emirates Living,True,700,7530,802.0,45,112,13,97,4.4,5.9
2023-01,Jumeirah Islands,Emirates Living,True,713,7677,795.0,46,72,46,77,4.4,5.9
2023-02,Jumeirah Islands,Emirates Living,True,721,7765,812.0,47,39,16,77,4.4,5.9
2023-03,Jumeirah Islands,Emirates Living,True,740,7967,816.0,48,38,33,57,4.4,5.9
2023-04,Jumeirah Islands,Emirates Living,True,776,8348,821.0,50,136,30,24,4.4,5.9
2023-05,Jumeirah Islands,Emirates Living,True,790,8502,896.0,51,163,8,108,4.4,5.9
2023-06,Jumeirah Islands,Emirates Living,True,800,8612,833.0,52,42,8,74,4.4,5.9
2023-07,Jumeirah Islands,Emirates Living,True,800,8614,895.0,52,87,66,116,5.4,6.9
2023-08,Jumeirah Islands,Emirates Living,True,842,9067,942.0,55,141,33,108,5.4,6.9
2023-09,Jumeirah Islands,Emirates Living,True,811,8734,897.0,53,25,29,61,5.4,6.9
2023-10,Jumeirah Islands,Emirates Living,True,856,9210,979.0,56,90,60,70,5.4,6.9
2023-11,Jumeirah Islands,Emirates Living,True,791,8512,867.0,51,85,79,69,5.4,6.9
2023-12,Jumeirah Islands,Emirates Living,True,847,9121,934.0,55,128,6,108,5.4,6.9
2024-01,Jumeirah Islands,Emirates Living,True,858,9232,965.0,56,48,71,62,5.4,6.9
2024-02,Jumeirah Islands,Emirates Living,True,829,8923,885.0,54,159,50,13,5.4,6.9
2024-03,Jumeirah Islands,Emirates Living,True,845,9092,870.0,55,80,5,89,5.4,6.9
2024-04,Jumeirah Islands,Emirates Living,True,835,8993,927.0,54,146,19,21,5.4,6.9
2024-05,Jumeirah Islands,Emirates Living,True,855,9205,924.0,56,74,73,54,5.4,6.9
2024-06,Jumeirah Islands,Emirates Living,True,798,8593,882.0,52,138,60,22,5.4,6.9
2024-07,Jumeirah Islands,Emirates Living,True,809,8705,888.0,53,139,25,18,4.65,6.15
2024-08,Jumeirah Islands,Emirates Living,True,814,8758,869.0,53,123,13,90,4.65,6.15
2024-09,Jumeirah Islands,Emirates Living,True,846,9107,915.0,55,91,66,71,4.65,6.15
2024-10,Jumeirah Islands,Emirates Living,True,805,8668,908.0,52,29,56,108,4.65,6.15
2024-11,Jumeirah Islands,Emirates Living,True,807,8685,848.0,52,53,37,102,4.65,6.15
2024-12,Jumeirah Islands,Emirates Living,True,809,8712,890.0,53,89,23,58,4.65,6.15
2025-01,Jumeirah Islands,Emirates Living,True,807,8688,894.0,52,37,55,48,4.65,6.15
2025-02,Jumeirah Islands,Emirates Living,True,802,8630,865.0,52,173,36,119,4.65,6.15
2025-03,Jumeirah Islands,Emirates Living,True,767,8251,857.0,50,113,38,115,4.65,6.15
2025-04,Jumeirah Islands,Emirates Living,True,772,8310,802.0,50,69,34,52,4.65,6.15
2025-05,Jumeirah Islands,Emirates Living,True,791,8510,847.0,51,137,43,99,4.65,6.15
2025-06,Jumeirah Islands,Emirates Living,True,786,8463,927.0,51,73,44,52,4.65,6.15
2025-07,Jumeirah Islands,Emirates Living,True,767,8257,867.0,50,71,37,71,4.0,5.5
2025-08,Jumeirah Islands,Emirates Living,True,762,8198,825.0,50,83,16,38,4.0,5.5
2025-09,Jumeirah Islands,Emirates Living,True,819,8812,905.0,53,35,51,49,4.0,5.5
2025-10,Jumeirah Islands,Emirates Living,True,785,8447,863.0,51,20,62,90,4.0,5.5
2025-11,Jumeirah Islands,Emirates Living,True,800,8614,902.0,52,67,39,20,4.0,5.5
2025-12,Jumeirah Islands,Emirates Living,True,813,8747,896.0,53,57,11,60,4.0,5.5
2026-01,Jumeirah Islands,Emirates Living,True,809,8711,866.0,53,64,74,36,4.0,5.5
2026-02,Jumeirah Islands,Emirates Living,True,778,8379,858.0,51,155,27,89,4.0,5.5
2026-03,Jumeirah Islands,Emirates Living,True,815,8776,903.0,53,52,31,85,4.0,5.5
2026-04,Jumeirah Islands,Emirates Living,True,833,8961,926.0,54,38,46,28,4.0,5.5
2020-01,Dubai Hills Estate,Mohammed Bin Rashid,True,363,3911,398.0,24,67,26,16,1.5,3.0
2020-02,Dubai Hills Estate,Mohammed Bin Rashid,True,351,3777,389.0,23,35,46,57,1.5,3.0
2020-03,Dubai Hills Estate,Mohammed Bin Rashid,True,351,3776,372.0,23,64,16,83,1.5,3.0
2020-04,Dubai Hills Estate,Mohammed Bin Rashid,True,358,3849,407.0,23,41,65,87,0.4,1.9
2020-05,Dubai Hills Estate,Mohammed Bin Rashid,True,346,3723,376.0,22,15,46,119,0.4,1.9
2020-06,Dubai Hills Estate,Mohammed Bin Rashid,True,348,3743,379.0,23,168,18,79,0.4,1.9
2020-07,Dubai Hills Estate,Mohammed Bin Rashid,True,355,3822,380.0,23,62,38,80,0.4,1.9
2020-08,Dubai Hills Estate,Mohammed Bin Rashid,True,346,3723,361.0,22,54,25,27,0.4,1.9
2020-09,Dubai Hills Estate,Mohammed Bin Rashid,True,348,3743,382.0,23,51,8,90,0.4,1.9
2020-10,Dubai Hills Estate,Mohammed Bin Rashid,True,352,3784,388.0,23,115,40,84,0.4,1.9
2020-11,Dubai Hills Estate,Mohammed Bin Rashid,True,355,3823,385.0,23,134,27,26,0.4,1.9
2020-12,Dubai Hills Estate,Mohammed Bin Rashid,True,347,3737,404.0,23,26,62,103,0.4,1.9
2021-01,Dubai Hills Estate,Mohammed Bin Rashid,True,376,4046,418.0,24,139,71,109,0.4,1.9
2021-02,Dubai Hills Estate,Mohammed Bin Rashid,True,383,4119,412.0,25,49,36,79,0.4,1.9
2021-03,Dubai Hills Estate,Mohammed Bin Rashid,True,372,4001,401.0,24,28,68,18,0.4,1.9
2021-04,Dubai Hills Estate,Mohammed Bin Rashid,True,386,4159,430.0,25,71,24,62,0.4,1.9
2021-05,Dubai Hills Estate,Mohammed Bin Rashid,True,383,4120,428.0,25,55,64,78,0.4,1.9
2021-06,Dubai Hills Estate,Mohammed Bin Rashid,True,390,4199,434.0,25,134,76,15,0.4,1.9
2021-07,Dubai Hills Estate,Mohammed Bin Rashid,True,404,4352,448.0,26,155,26,106,0.4,1.9
2021-08,Dubai Hills Estate,Mohammed Bin Rashid,True,389,4184,424.0,25,66,24,41,0.4,1.9
2021-09,Dubai Hills Estate,Mohammed Bin Rashid,True,414,4451,443.0,27,130,35,25,0.4,1.9
2021-10,Dubai Hills Estate,Mohammed Bin Rashid,True,399,4299,426.0,26,75,36,100,0.4,1.9
2021-11,Dubai Hills Estate,Mohammed Bin Rashid,True,409,4400,439.0,27,133,54,18,0.4,1.9
2021-12,Dubai Hills Estate,Mohammed Bin Rashid,True,416,4480,451.0,27,97,25,61,0.4,1.9
2022-01,Dubai Hills Estate,Mohammed Bin Rashid,True,453,4873,509.0,29,176,10,15,0.4,1.9
2022-02,Dubai Hills Estate,Mohammed Bin Rashid,True,460,4953,503.0,30,176,35,110,0.4,1.9
2022-03,Dubai Hills Estate,Mohammed Bin Rashid,True,468,5038,516.0,30,66,60,22,0.4,1.9
2022-04,Dubai Hills Estate,Mohammed Bin Rashid,True,482,5188,523.0,31,128,72,58,1.4,2.9
2022-05,Dubai Hills Estate,Mohammed Bin Rashid,True,500,5383,562.0,33,161,47,118,1.4,2.9
2022-06,Dubai Hills Estate,Mohammed Bin Rashid,True,498,5359,542.0,32,153,55,87,1.4,2.9
2022-07,Dubai Hills Estate,Mohammed Bin Rashid,True,471,5075,523.0,31,46,58,11,1.4,2.9
2022-08,Dubai Hills Estate,Mohammed Bin Rashid,True,532,5731,594.0,35,67,6,10,1.4,2.9
2022-09,Dubai Hills Estate,Mohammed Bin Rashid,True,527,5678,576.0,34,143,66,16,1.4,2.9
2022-10,Dubai Hills Estate,Mohammed Bin Rashid,True,527,5671,589.0,34,67,63,32,4.4,5.9
2022-11,Dubai Hills Estate,Mohammed Bin Rashid,True,536,5768,612.0,35,105,30,58,4.4,5.9
2022-12,Dubai Hills Estate,Mohammed Bin Rashid,True,549,5913,603.0,36,113,17,62,4.4,5.9
2023-01,Dubai Hills Estate,Mohammed Bin Rashid,True,560,6024,601.0,36,103,65,90,4.4,5.9
2023-02,Dubai Hills Estate,Mohammed Bin Rashid,True,590,6349,677.0,38,35,63,95,4.4,5.9
2023-03,Dubai Hills Estate,Mohammed Bin Rashid,True,575,6192,642.0,37,167,6,99,4.4,5.9
2023-04,Dubai Hills Estate,Mohammed Bin Rashid,True,601,6466,648.0,39,40,55,13,4.4,5.9
2023-05,Dubai Hills Estate,Mohammed Bin Rashid,True,574,6175,614.0,37,159,37,25,4.4,5.9
2023-06,Dubai Hills Estate,Mohammed Bin Rashid,True,599,6450,661.0,39,139,44,62,4.4,5.9
2023-07,Dubai Hills Estate,Mohammed Bin Rashid,True,637,6856,704.0,41,146,30,32,5.4,6.9
2023-08,Dubai Hills Estate,Mohammed Bin Rashid,True,616,6633,651.0,40,27,71,65,5.4,6.9
2023-09,Dubai Hills Estate,Mohammed Bin Rashid,True,661,7115,751.0,43,64,25,118,5.4,6.9
2023-10,Dubai Hills Estate,Mohammed Bin Rashid,True,659,7094,720.0,43,39,32,22,5.4,6.9
2023-11,Dubai Hills Estate,Mohammed Bin Rashid,True,651,7006,721.0,42,154,30,103,5.4,6.9
2023-12,Dubai Hills Estate,Mohammed Bin Rashid,True,627,6754,675.0,41,104,46,93,5.4,6.9
2024-01,Dubai Hills Estate,Mohammed Bin Rashid,True,667,7182,729.0,43,138,67,84,5.4,6.9
2024-02,Dubai Hills Estate,Mohammed Bin Rashid,True,671,7221,760.0,44,159,48,113,5.4,6.9
2024-03,Dubai Hills Estate,Mohammed Bin Rashid,True,663,7136,739.0,43,154,7,90,5.4,6.9
2024-04,Dubai Hills Estate,Mohammed Bin Rashid,True,643,6925,738.0,42,93,70,85,5.4,6.9
2024-05,Dubai Hills Estate,Mohammed Bin Rashid,True,646,6959,726.0,42,71,52,92,5.4,6.9
2024-06,Dubai Hills Estate,Mohammed Bin Rashid,True,622,6694,675.0,40,150,53,112,5.4,6.9
2024-07,Dubai Hills Estate,Mohammed Bin Rashid,True,645,6939,723.0,42,39,43,113,4.65,6.15
2024-08,Dubai Hills Estate,Mohammed Bin Rashid,True,642,6912,741.0,42,75,59,16,4.65,6.15
2024-09,Dubai Hills Estate,Mohammed Bin Rashid,True,683,7352,708.0,44,170,52,101,4.65,6.15
2024-10,Dubai Hills Estate,Mohammed Bin Rashid,True,631,6789,676.0,41,20,33,107,4.65,6.15
2024-11,Dubai Hills Estate,Mohammed Bin Rashid,True,656,7059,719.0,43,43,31,106,4.65,6.15
2024-12,Dubai Hills Estate,Mohammed Bin Rashid,True,607,6535,698.0,39,53,54,16,4.65,6.15
2025-01,Dubai Hills Estate,Mohammed Bin Rashid,True,626,6737,693.0,41,173,26,10,4.65,6.15
2025-02,Dubai Hills Estate,Mohammed Bin Rashid,True,639,6882,711.0,42,134,7,114,4.65,6.15
2025-03,Dubai Hills Estate,Mohammed Bin Rashid,True,625,6725,681.0,41,147,69,43,4.65,6.15
2025-04,Dubai Hills Estate,Mohammed Bin Rashid,True,624,6722,690.0,41,105,35,62,4.65,6.15
2025-05,Dubai Hills Estate,Mohammed Bin Rashid,True,597,6424,639.0,39,112,57,110,4.65,6.15
2025-06,Dubai Hills Estate,Mohammed Bin Rashid,True,605,6512,679.0,39,143,45,33,4.65,6.15
2025-07,Dubai Hills Estate,Mohammed Bin Rashid,True,589,6340,638.0,38,148,55,81,4.0,5.5
2025-08,Dubai Hills Estate,Mohammed Bin Rashid,True,608,6540,706.0,39,81,71,68,4.0,5.5
2025-09,Dubai Hills Estate,Mohammed Bin Rashid,True,614,6614,664.0,40,179,16,59,4.0,5.5
2025-10,Dubai Hills Estate,Mohammed Bin Rashid,True,627,6744,691.0,41,34,59,115,4.0,5.5
2025-11,Dubai Hills Estate,Mohammed Bin Rashid,True,621,6687,671.0,40,122,53,76,4.0,5.5
2025-12,Dubai Hills Estate,Mohammed Bin Rashid,True,634,6825,724.0,41,58,33,87,4.0,5.5
2026-01,Dubai Hills Estate,Mohammed Bin Rashid,True,610,6571,673.0,40,82,7,78,4.0,5.5
2026-02,Dubai Hills Estate,Mohammed Bin Rashid,True,636,6846,687.0,41,74,31,65,4.0,5.5
2026-03,Dubai Hills Estate,Mohammed Bin Rashid,True,647,6963,738.0,42,95,28,31,4.0,5.5
2026-04,Dubai Hills Estate,Mohammed Bin Rashid,True,638,6870,693.0,41,151,61,12,4.0,5.5
2020-01,Mohammed Bin Rashid City,Mohammed Bin Rashid,True,391,4211,420.0,25,63,22,60,1.5,3.0
2020-02,Mohammed Bin Rashid City,Mohammed Bin Rashid,True,402,4325,425.0,26,148,39,93,1.5,3.0
2020-03,Mohammed Bin Rashid City,Mohammed Bin Rashid,True,382,4108,426.0,25,89,74,104,1.5,3.0
2020-04,Mohammed Bin Rashid City,Mohammed Bin Rashid,True,398,4285,434.0,26,139,34,64,0.4,1.9
2020-05,Mohammed Bin Rashid City,Mohammed Bin Rashid,True,382,4107,417.0,25,60,37,33,0.4,1.9
2020-06,Mohammed Bin Rashid City,Mohammed Bin Rashid,True,380,4087,425.0,25,111,70,66,0.4,1.9
2020-07,Mohammed Bin Rashid City,Mohammed Bin Rashid,True,382,4117,429.0,25,63,50,34,0.4,1.9
2020-08,Mohammed Bin Rashid City,Mohammed Bin Rashid,True,380,4086,408.0,25,81,39,62,0.4,1.9
2020-09,Mohammed Bin Rashid City,Mohammed Bin Rashid,True,384,4136,442.0,25,167,68,59,0.4,1.9
2020-10,Mohammed Bin Rashid City,Mohammed Bin Rashid,True,369,3970,430.0,24,77,47,20,0.4,1.9
